COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUT,Austria,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,54,,
AUT,Austria,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,54.2,,
AUT,Austria,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,54.5,,
AUT,Austria,EMP1,"Labour force participation rate, by sex and age group ",WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,55,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,56.4,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,56.5,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,56.8,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,56.9,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,54.8,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,55.3,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,56,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,57,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,57.7,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,57.2,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,57.5,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,57.7,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,57.8,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,66.6,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,66.1,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,65.7,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,65.5,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,62.7,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,62.8,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,63.4,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,64.5,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,64.8,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,63.6,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,63.8,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,63.9,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",MEN,Men,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,63.6,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,47.1,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,47.7,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,48.6,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,49,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,47.4,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,48.3,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,49.1,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,50,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,51,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,51.3,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,51.6,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,52,,
AUT,Austria,EMP2,"Employment/population ratio, by sex and age group",WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,52.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,11.7,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,12.7,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,13.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,13.7,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,15.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,16.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,17,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,17.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,17.8,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,18.7,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,19.2,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,19,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",ALL_PERSONS,All persons,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,19.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,2.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,2.8,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,2.9,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,3.1,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,3.8,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,4.9,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,5.1,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,5.6,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,6.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,6.8,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,7.2,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,7,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",MEN,Men,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,7.1,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,23.9,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,25.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,26.1,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,26.7,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,29.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,30.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,31.2,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,31.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,31.3,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,32.4,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,33,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,32.8,,
AUT,Austria,EMP5,"Share of employed in part-time employment, by sex",WOMEN,Women,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,33.5,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,1.8,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,1.9,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,1.7,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,1.7,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,1.7,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,2.4,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,2.6,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2007,2007,PC,Percentage,0,Units,,,2.7,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2008,2008,PC,Percentage,0,Units,,,2.5,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2009,2009,PC,Percentage,0,Units,,,2.6,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2010,2010,PC,Percentage,0,Units,,,2.8,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2011,2011,PC,Percentage,0,Units,,,2.5,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",ALL_PERSONS,All persons,TOTAL,Total,2012,2012,PC,Percentage,0,Units,,,2.5,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2000,2000,PC,Percentage,0,Units,,,0.9,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2001,2001,PC,Percentage,0,Units,,,0.8,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2002,2002,PC,Percentage,0,Units,,,0.6,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2003,2003,PC,Percentage,0,Units,,,0.5,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2004,2004,PC,Percentage,0,Units,,,0.7,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2005,2005,PC,Percentage,0,Units,,,1,,
AUT,Austria,EMP6,"Share of employed in involuntary part-time employment, by sex and age group",MEN,Men,TOTAL,Total,2006,2006,PC,Percentage,0,Units,,,1,,
